reviewId,userName,score,at,content,replyContent
d6cded30-cb36-4e62-b852-ac52652187d8,John Nelson,1,2025-06-30 03:09:56,it is good app to manage the router but net service is not good,
31de459e-ec3c-4cba-9e43-a58ed038deef,Casey Hess,5,2025-07-06 07:49:49,If this is your speed plz leave it to say worldlink is fastest internet service.. Your services lost my time and money 🖕 Totally westage Very very poor servicese and speed,
540065e1-cf42-487f-a3cd-65a075682f42,Mrs. Rachael Hill,1,2025-08-16 17:50:39,slow net,
45d8dbe8-5906-46a4-b98c-78336e0136c1,Scott Colon,1,2024-11-28 07:46:36,Can't even turn off band steering. Hiding SSID doesn't work. Device filtering also doesn't work properly.,
9c03040b-77d2-4036-89ac-8631f351417c,Tiffany Davis,1,2025-01-08 03:06:56,jvir,
5f3b4a75-d64a-4d85-9075-e406721f65b4,Olivia Figueroa,2,2025-08-11 16:12:30,Net very slow,
2cf976f0-b2d8-4165-8f1b-504c940fc2f4,Meghan Mccormick,5,2024-12-02 20:32:14,I can't access in this app why?,
635a81c0-d802-4651-b138-207a8127fd26,John Trujillo,1,2025-07-18 05:10:36,Good,
5349f7dd-e57f-4f79-994f-d628a0362dfa,Paul Chandler,4,2025-10-04 13:29:24,"Worst update, after update everything is messed up. I can't even Hide my ssid and turn on MAC filter. Now I cant even block a device because it doesn't show connected devices.",
1b19e62e-c41f-45d0-b64a-f3cd4864600e,Shelby Hayes,1,2025-10-28 07:35:21,Worst internet in Nepal,
4921909c-75b5-4355-ae54-36c478c56981,Christina Perez,5,2025-03-08 02:42:48,provide very EXllent net,
381b8fd9-72e8-4a9b-8a26-7e8dd4b06788,Kevin Lewis,5,2025-09-11 19:14:10,supop,
1be20ab9-6fa4-4d16-ae84-2d6f889a32bf,Briana Tucker,1,2025-08-06 12:15:45,Gajab xa,
cb1a0a96-3026-4871-8fd8-dba3d1ca7ee9,Dustin Mcdaniel,3,2025-09-06 22:14:23,Make your service better,
8b6f401b-6309-4528-a322-9b7b6fbcffd3,John Brown,1,2025-10-07 15:48:45,फेक हाेइन्।,
a8c5d0f9-765d-458a-932a-7cfcf162953e,Kaylee English,1,2025-07-30 13:44:24,Good,
f94048c1-69f6-4176-861f-d7ae467570a8,Shannon Rogers,1,2025-02-23 01:51:23,Suit,
7f56f3c8-b663-4dc0-9fcc-4115397c50fc,Aaron Phillips,1,2025-07-07 10:02:00,Muji worldlink geda jastl slow net. Kaam xaina yesto slow net ko,
de071b21-6120-450c-8e04-c64f0f9540f2,Jillian Mitchell,2,2025-09-07 15:55:17,Satisfactory in speed,
ae8d8d75-35dd-4ed1-9676-5a59f5f261be,Bradley Campbell,1,2025-03-23 20:49:18,Too Damn ! Good,
51bbd859-93f8-4c34-aa82-aea6614025b5,Cameron Meza,3,2025-02-07 10:17:33,ढिलो भनेकै world link,
5e916a69-794b-48f3-8174-a1011cadf806,Erin Gardner,3,2025-08-17 13:18:53,Make your service better,
57892a10-cd5e-407c-a9d6-ef06f48aaf18,Jennifer Berg,5,2025-03-10 16:09:03,Good,
da810586-cab3-4844-b2b0-47bbe3ed6370,Jennifer Daniel,2,2025-05-26 11:11:42,Sometimes it is very slow,
c29872a3-29e2-4540-b4b6-969799af6381,William Edwards,5,2025-10-27 18:23:46,very nice,
9cd72cdf-73e9-4611-97e6-2648cba6f8b1,Keith English,5,2024-12-10 05:44:15,"This application is one of the worst I have ever used which just tells how the connection might be like, can't even operate.",
3798c540-8caf-4180-b3f4-fb675e8af089,Bethany Collier,5,2025-04-02 00:09:36,👍👍,
68905383-9424-4832-b18a-5cb447ed7914,Andrea Caldwell,1,2025-06-11 04:04:25,Easy to use,
2e6f32e9-512b-4e3f-9a52-f7d57ec23ae1,Kathleen Hensley,2,2025-08-18 20:20:06,Why nowadays this application not opening i want to change my wifi password but this is not opening,
8c1316e7-e40a-4985-9e1f-b968db935687,Margaret Stein,5,2025-03-03 22:49:59,Rubbish app because it always have problem when changing the wifi password. There always appears that Wifi password must be 8-20 characters.. ..,
50ac0165-4979-4544-972f-0d63bc1c9e7b,Christine Haney,1,2025-04-25 15:17:11,Best,
cdf9426c-eb5c-4a1b-a40e-d072638463f1,William Allen,1,2025-06-30 06:57:38,Chito bhanekai worldlink tara kaxuwa bhanda chito chai xina..kaxuwa pani xito kudxa yo net bhanda,
9be403f6-961c-469b-adc7-e1e4250e0e7a,George Farrell,1,2025-08-01 09:24:25,Good,
9db7905b-7bc4-44b4-9d83-f4a5731c6696,Jason Edwards,2,2025-01-13 12:50:00,satisfied with the internet service as well as supportive care and alret from Headoffice.,
20468b34-5ae7-4ca6-b9bc-a8bae63e26b7,Danielle Boyd,4,2025-07-04 22:18:40,Good,
685c5f3e-3001-424f-8a1d-3e76477dafc6,Diana Macias DDS,1,2025-07-25 08:24:16,Make it faster this app is slow,
4ebd9613-0128-43fe-8326-0761fa894fe1,Jessica Martinez,1,2025-08-07 16:09:02,Making customers happy with mere GB Wont help worldlink if your 10mps speed fail to play videos in even 720 p seriously thinking to shift to other isp provider i hv seen 512kps working better than this,
10bc0d24-9f83-45c8-a0f6-bf3722790ba0,Karen Lutz,2,2025-10-13 19:24:56,Pathetic experience,
71a822b7-e2b1-44bc-8e18-9d5c19eadfc8,Lee Jones,5,2025-01-19 04:17:44,Nice,
5d9630bf-70b2-4507-9c4b-15d18155edce,Joel Rodriguez,3,2025-08-12 01:39:52,It's nice,
f8063b2c-41ca-4f4b-9706-437091f689bc,John Anderson,5,2024-11-18 23:19:48,This app not surely supports device filtering (whitelist devices) as expected,
be27f175-4120-400a-a178-9f94661f27d6,Jodi Thompson,2,2024-12-15 21:58:16,Love it,
0e067700-d122-4a39-9a9f-583643e76c58,Jonathan Willis,2,2025-04-29 07:47:45,Nice,
7ba100b4-2360-488c-a4ac-b2df2593e589,Madeline Johnson,4,2025-01-16 18:35:28,useless app can't even be used to change wifi password or restrict devices from network,
4c88f962-f063-4b25-801e-b665d2070120,Felicia Allen,1,2025-06-26 21:13:35,Thank you WordLink,
05deb035-df21-4ef4-bdfa-d6c56b684dc7,Heather Mack,2,2025-04-23 10:32:09,All is good but Internet speed is not correctly tested..,
98c6f8db-41c1-4531-b1c2-cd985309333f,Danielle Gonzalez,1,2024-11-18 12:04:24,Slow,
7e696524-50a2-4a7f-afb8-09cbdc7aa5fd,Sergio Kim,5,2025-02-04 02:31:06,App is not working properly. It does not show the connected devices and can't use device filter too.,
fede2437-f6f8-462d-8c6f-08ac343da7df,Steven Washington,5,2025-06-20 02:42:47,what's wrong with you apps ? instead of opening app it always goes to app info.. fix it ...,
2525eae0-628a-4537-8c7e-de28ed1088d6,Dr. Randy Stanley DDS,1,2025-06-16 02:38:19,"I can't even login now , just fix it already or maybe just hire new developers",
59990449-cb0d-4095-8ec5-d3866dddcb9f,Anthony Walker,1,2025-09-25 09:23:32,good app,
3f26a988-71ac-4aab-b9cd-d831fdf70f00,Michael Fischer,1,2025-06-24 05:40:58,I love this app bt i have worldlink wifi because when I am playing PUBG it seems to much lag i buy wifi for pubg and it was tooo much laaging i have worldlink,
90dddd2a-3875-4011-91c7-60c6b0d0644a,Ariel Stein DDS,1,2025-08-25 07:15:23,Excellent,
6ba9318d-2443-44ab-9d0e-4dd4e39fb9d1,Alicia Harris,1,2025-01-10 01:49:27,Very worst app when we send verification code it comes when we put code we tap continue it says no internet connection.. 👎👎,
208e222a-0ed5-468d-b813-3a488269db9f,Anne Smith,1,2025-11-12 22:18:31,Very good app I love this app and the WiFi is also so good,
05728cdb-9f5a-4ec1-af2d-d5df0e85070d,Robert Martinez,5,2025-06-13 03:43:58,Excellent.,
31cae0c7-f06b-4913-a53d-d2b4dcc63416,Debbie Jordan,5,2024-12-01 00:54:15,"I always use 25mbps and I am the only on user ,it was good 2,3 month but now when I started to watch movie there is so much lagging and I have to wait for the video when it will play . I can't play pubg also it shows 968 ping. I am the only one user in my home please,worldlink fix this problem",
e18b8a3c-4f4d-44ae-a789-f651efdd0d56,Jonathan Barnes,5,2025-11-08 12:58:51,It is so bad that i cant even properly open my games only gives high ping.. what the hell?AND you are saying that you will provide free wifi to 10000 of people WHEN you cant even satisfy the the normal customer who are paying 😡😠😡😡😡😠😡😠 BIG TALK only..if this keeps up world link will fall....what the r u guys doing???😭😭😭😭😭,
59db2c14-e88b-4045-a3c2-a212486fb48f,Chelsea Brown,1,2025-01-06 05:37:53,Worldlink app is not working,
d3fc3de6-598c-4a92-aff3-e63a5285af23,Bradley Sweeney,1,2025-09-06 03:01:05,Good internet service 😃,
bbfc0ff6-404b-4714-87e4-bf53230f1093,Timothy Stewart,5,2025-09-04 08:06:09,App doesnot work properly,
6c7baf4b-6809-47ec-9043-b5626a46934d,Allen Woods,2,2025-06-22 16:25:18,"1.5 Mbps halda pani net speed slow thyo, paisa thapera 20 Mbps halda pani 
speed thyakkai testai slow cha. Timaru internet company haruko chartikala k 
raicha bhanera India ma reliance jio le dekhai nai sakeko cha. Ek din malai 
ramro position pugna deo, ani ma sab nikalchu.",
1379d605-6c23-4ae8-8d30-7e0ffdc8a491,Tina Black,1,2025-08-16 13:29:10,Worst app .. even can't block the unknown device and blacklist is not working too.. this app make fool the customer.. not working properly .. even after update the app cant get login. If you can't give proper serive then not make more update your app ..,
20e7c7dc-cc40-483f-91b6-795be9d25b59,Sandra Wilson,5,2025-09-15 20:09:38,Nice,
8acd3dc0-0987-4227-b579-86dc2e38de16,Travis Woods,1,2025-06-07 15:24:46,good,
58b83c4d-9a46-443a-b5be-44720ccecf3f,Jennifer Olson,1,2025-02-22 19:23:09,Nor we can access router nor the safe net works properly. I added the web address to block it blocked for some time nd agin it failed to block that website,
52dc0b06-4570-4632-963e-d00023d7e861,Robert Burns,1,2024-11-20 13:52:19,Worst network showing 25mbps but providing not even 1/2mbps . Worldlink sucks 🤮,
c14c01d4-6639-49e9-aef1-8ade07621927,Jeremy Cox,4,2025-07-13 12:30:32,very slow slowest thing I have ever seen in my life you are cheating people by saying it's good and fast,
323ac407-cc63-4b30-8ca9-58cd060ab9c6,Jordan Wilson,3,2025-07-29 03:12:04,Devices filtering is not working,
8b613e1a-b229-4b0b-b84d-38bea3960422,Mark Zhang,1,2024-12-23 10:13:52,good,
d2926316-303b-4077-b796-51e8d3b126c1,Cassandra Potter,1,2025-01-29 07:34:57,Good but insecure....once it is login then no need to login again which i think is not secured,
3ede36db-b9ca-4f70-9b82-9523a6d74c20,Matthew Bailey,1,2025-05-06 21:45:19,Machinkney condo jasto net muji,
7d008f35-9408-48e1-bbe2-a3a00f874b7b,Jessica Kaufman,1,2025-06-21 06:38:48,Band steering issue is still not fixed. It still says 'Invalid Config Parameter'. For now they manually turned it on for me but what if i want to turn it off? Its not ideal to contact the staff everytime i want to turn it off or on.,
90c806c1-adc3-447e-b98e-09723af63cff,Anna Kerr,1,2024-12-16 14:40:09,thank you,
3917589e-6f1a-48f6-bdfe-035b8fceb639,Sarah Brown,1,2025-04-11 22:58:00,"'Fast means worldlink' It is wrong. It should be 'Slow means worldlink' 😠 playing pubg in 968ms. I never got good ping in pubg. Not only in pubg, in youtube i watch videos in 420p. When i see speed of worldlink fiber net in computer in ping.exe it shows 2 ms 😪 I called in office then they says that 'There is no problem in our server'. I am depressed. 😣",
800f88ca-e231-4180-8ab2-724304e5402d,Jane Bowman,1,2025-03-17 18:50:53,Your internet is too slow,
65653ecb-1736-40fe-96a5-115fd75eaf4e,Timothy Zavala MD,5,2024-11-19 09:35:45,worldlink never fails to disappoint me..,
f6f0d922-80ea-4435-8ce8-cce6b99bc12c,Julian Lee,1,2025-09-25 22:25:17,Good,
1125d16c-0feb-4428-a61d-6a0540f1c376,Nicholas Brown,1,2025-06-25 15:42:03,Slow net + no net tv,
7410c863-905d-473c-bfd2-bcaef47393de,Vanessa Miller,2,2025-08-05 06:46:32,very disappointed while using this app it always display error in connection. plz fix it asap. 1 star? Naahhh this is only so that i can post it.,
c9a92944-0ec0-42a9-ad74-f99398f9cc13,Christopher Calhoun,5,2025-07-25 12:12:06,Service is always poor. King of half works,
71b250d7-5518-4bdd-8a33-d37865de8e35,Renee Dominguez,5,2025-08-24 05:53:02,Mero one monthko lagi renew gareko 22din mai sakiyo pheri renew gar bhanera notice grchha worldlink le k bhako?,
b4e35399-a85e-416c-b524-6a25d66edd22,Amanda Garcia,5,2025-02-14 16:16:51,See it's wifi,
42e89071-a952-4017-ab58-2b05f516da51,Nicholas Perez,1,2025-09-06 23:34:13,This app is awesome 👍👌🆗,
dd1a1afb-a496-4a8e-ae6e-f63dd21c84a2,Bobby Rogers,1,2025-10-07 08:31:32,quick response and good network ..,
755ea93e-7b77-49a7-83f1-0686c402f64f,Kenneth Brown,1,2025-09-16 03:44:58,Nice,
0b67dc8b-d70b-4215-bd79-2c36f5c27a68,Michelle Butler,2,2025-03-23 11:50:27,Too slow,
ecc4677f-bd3b-494e-9d70-5fd54b35511e,Amy Mccall,1,2025-01-13 01:22:17,Pin khoi,
f4dc55f5-672e-4f6b-8d65-5f33d16632ef,Connie Norton,1,2025-09-20 17:07:15,oh world link haru hazur ko net ta kaasto dhilo xa ta how k vako haazur ta xittoo vanekai worldlink ho vannu hunxa ta yo complain ho customer care,
88606eec-c1ac-4801-a267-841f2f8076b0,Nicholas Burgess,1,2025-11-04 22:30:57,Totally waste.. It only says Failed to make desired changes,
8eae115d-78b2-4e59-9c24-9841ccb734aa,Wesley Smith,5,2024-12-12 22:04:16,This is a best application for wifi network it is easy,
79b39a05-8153-40a6-88e6-784097a6ee5a,Matthew Wagner,1,2025-04-11 08:12:40,Best app,
ca57b324-0ae0-4097-98f7-ac8ec18f78b1,Albert Medina,1,2025-09-09 23:41:53,It was working well before but it's been 3~4 weeks where it crashes when I try to go into the bandwidth selection menu,
ae86aa2c-09ea-46c5-8ab5-9987bf104118,Stephen Frank,1,2025-06-14 18:52:06,After last update it stopped showing list of connected device. Neither device filter is working properly. Very bad.,
f89d7d70-e028-4ad5-b117-f33f9e760722,Lori Miller,2,2025-04-28 18:43:28,Device filtering doesnot work properly..device gets added after multiple attempts..it takes so long to display connected devices,
b94753ab-c21e-488d-80de-25372f45cd0a,Jeffrey Wilson,1,2025-06-14 12:08:22,This world link wifi is very very very very bad. In Freefire game the ping is too high.😡😡. Please world link make the wifi faster.😭😭. Very very very bad world link. Telling fastes network but it is too much slow. I dont like this wifi. Slove the problem make the wifi faster.. East and west world link wifi is not best.,
4e98cc84-0183-487d-b61a-802b3859a3b9,Christopher Lee,1,2025-08-05 15:03:14,Good for use.,
95442959-1986-48c9-9c09-4e9293e0b54e,Christina Baker,2,2025-08-19 19:01:59,too bad....,
6d2c0c83-3d5f-49d3-8a12-7dd0e0b33f00,Paul Villa,1,2025-03-11 17:31:48,Good,
24214b15-076a-48de-aa9a-1a53c29cc713,Wanda Martinez DVM,5,2025-07-12 08:34:25,Tori app,
f123394b-366a-4e3a-9bf8-ebde4db78b13,Sharon Smith,5,2025-05-07 19:51:26,This is a good app,
c62a06c4-30b0-4b05-95b4-0b49498a4d4d,Brandon Cox Jr.,2,2025-07-13 22:45:20,no help,
54ad68b7-e2c0-4917-b8de-44727285c0a0,Kenneth Brown,2,2024-12-23 04:02:06,Right now it is very good. What happens later Don't know what will happen in the future but right now it is very good.,
9ddb328c-741e-444c-a16e-63755900608b,Susan Ayala,1,2025-04-07 19:30:24,Nice,
b5f9cbe3-80e3-4a0c-9976-f68ae0d3eb98,Shawn Lambert,1,2024-12-05 03:57:20,Too slow,
5204b342-b0ab-4d7d-8409-d017a7bdcd44,Michael Juarez,5,2025-07-06 06:33:03,TP-Link _ 373A,
f2a535ee-d8c9-42ac-887b-a093a8c4aa2b,Diane Rose,1,2025-02-13 15:54:52,Slow net me n my friend thinking of changing the network,
c4e39239-7633-486a-b12b-a13fa65b0cb0,Justin Cook,1,2025-11-14 16:33:35,Slowest internet in entire world,
e74c3e44-5828-416f-9a6f-fa78a5ddf498,Rebekah Rodgers,1,2025-08-02 19:37:22,Mast,
e6214391-dc1b-45f1-99bd-b87e5cd2371d,Jessica Simmons,3,2025-01-22 16:52:47,I am not able to open. Its loading and loading.,
98657957-6592-4f87-9451-11c7d4b5bc53,Misty Lambert,1,2025-07-28 19:07:13,👍👍👍,
da2392eb-c947-44ee-b073-fa588589c7bc,Jose Robinson,1,2025-10-16 18:09:55,Usekess buggy app,
b5cd070d-db58-4b14-8e5c-1f98f583b1b5,Andre Coleman,1,2025-07-26 09:23:31,App is good. Service khattam bhayo,
b06a84e6-8ec2-45a6-bca9-f30a352df4bc,Judy Hanna,4,2025-09-15 03:20:15,easy to use,
c60e1b03-4933-48af-8384-eb96ff5c377a,Jennifer Frye,2,2025-06-15 20:11:47,It was my worst decision that i have choosed worldlink in case of internet network. I have wanted to change my password since long time but the app of worldlink even doesnt work . The official website of worldlink is also not working. I am facing alot of problems. It have the worst customer care service i have ever face in any company. Thats why make the app to work properly as soon as possible.,
62877d88-c75b-4641-abd4-7d59ce0cf080,Glenn Ryan,5,2025-07-22 14:39:23,It is for their service not for the app.and there is no less than 1 star.,
fa1f2451-ae1a-4133-a013-cc94fe5d5240,Danny Drake,2,2025-02-22 10:06:38,Bad,
4b2a7951-8ca9-4447-9886-c1bb742c2b03,Jenny Blanchard,5,2025-04-09 07:16:46,good network but it takes to much time to start,
f006bf0d-5a68-4e9e-a0ca-6f8f81c8b629,Bryan Jones,1,2025-07-11 21:16:54,This app is nice 👍,
1acdf503-da1b-47c6-8661-d993fc56b9ae,Robert Parker,5,2025-03-02 07:20:30,Its one of good internet company in Nepal.,
7ee19051-4d3e-4d3f-8a42-a392e1b592ae,Sharon Baldwin,5,2025-10-01 09:34:59,Excellent,
5ae43679-f5b2-4ca4-bd7b-cd1b0abd0d44,Warren Barrera,1,2025-10-04 08:33:23,"Wrost net ever i will suggest you all of you who want to join worldlink net please i won't recommend you.I am user of worldlink most of the time at night the speed is to low even youtube won't play in 240p so don't think you can play pubg at night time. Well, always i have to call in head office for sloving the problem then it will work on moderate speed at night time. I want to suggest for worldlink office, it's request we are paying more money compare to other net provide us quality net.",
6abdd73d-c94d-4bb0-9080-140d18c7e118,Victoria Howard,1,2024-12-07 12:44:56,Poor response,
2ec26fe9-1599-4fe2-a614-9148ed25efae,Victoria Ross,5,2025-09-12 20:52:02,It is great app and made easy to customers....hoping to get same supporting facilities from worldlink further.... :),
7341f17a-ea06-448b-8083-95b3e9abb628,Julie Simpson,3,2024-11-28 00:46:19,Most useless wifi of the world is world link.I have 40 mbps pack and i still cant even watch a stream properly .,
0926f796-90c6-4b41-a626-16ba15d9bf8f,Luis Olson,1,2025-08-29 22:33:32,"Useless app, doesn't even provide a proper user friendly application, to stop WiFi scanning I was trying to apply white list through router settings guess what this useless app and features also very slow damn which generation app are they using at least by taking a full payment try to upgrade your app features and make it handy. Useless seriously very useless app. Also tell me how to stop other devices which are connected through scanning stop cause your useless app white list doesn't work.",
94565cc5-efc0-4052-8739-b246ba594195,Adam Thompson,1,2025-06-19 07:24:10,Ganta jasto app bana xa,
c169b5f1-55e8-4b65-bae5-0b410395177a,Gary Stewart,1,2024-12-17 11:22:48,"As i have paid for 50mbps but max download received is 28mbps and upload speed is 19mbps Highly disappointing🤨 I have been usong worldlink since last 4 years Why such as i have paid 12month subscription so you think not required to solve the issues If such, then shameless and non professional behaviour is reflected and will loss your coverage area and loyal customer Be in consumrr satisfacrion business to go in long run Not in self concentrated business",
cb06a96d-c9ae-49a6-8978-f2a2754aad13,Stacey Kelley,1,2025-07-22 22:32:30,Device filtering doesn't work and mac address shows incorrect in connected devices list,
cd4aedd8-0f71-4b11-90c0-256a321258cf,Crystal Sanchez,1,2025-09-17 09:49:00,Kando net,
06a55097-42cb-4788-8bec-49730663464c,Mr. Timothy Thomas,1,2025-10-13 17:28:45,Good app,
dfd39ec5-e15f-492d-89e0-5a286e411c4f,Clifford Johnson,5,2025-01-03 04:45:32,Machigne ho randikabanharu mug ho yo application khulna das ghanta lagxa mug haru yo world link ko kamai xaina,
74c3bd78-a9be-443a-b5be-01f03aa3d6a1,Karen Turner,1,2025-09-23 08:00:26,Good internet service,
f99825e8-50b0-4876-8914-409f48629ae4,Sarah Evans,5,2025-01-28 12:05:39,Slow vanekai worldlink.. sab vanda pattur internet yo worldlink kai ho.... Paisa katne bela time ma msg garxa testai net ko ko speed ni fix garnu ni.... 250mpbs re.... Jotlink,
72a6875b-4862-4981-a985-31a76f66583b,Timothy Simmons,1,2025-08-01 11:43:58,Best,
f5e4f538-1e2e-4b12-af35-ba14013ee696,Matthew Richard,2,2025-02-26 21:46:05,Master degree,
debd7e79-5b23-4f31-9c2c-eb1df0903929,Tricia Smith,4,2025-05-07 16:06:52,"Its fine but some of your features are not working properly. Whenever i try to enable device filtering its shows ""device filtering succesfully applied"" but the thing is that it automatically truns off immediately . I thought it was jst a glitch so i reinstall this app many times bt same problem no any changes. Please fix this problem....",
61d76af6-f104-4839-b3be-15b15dc63a88,Scott Bell,1,2025-09-14 21:40:09,"Doesn't even work properly , instant regret",
a70930bb-6637-428c-b2bf-a81690243c67,John Collins,5,2025-02-25 19:10:12,this app is very useful,
a07e3f0b-833b-47da-b2bf-719a3845ab3c,Gerald Walker,5,2025-02-12 08:26:19,I cant change my wifi password through this new app.why? I used to change easily by old one.,
ba214daa-e0d5-47bf-98b4-9a4697b14954,Peter Robinson,1,2025-06-13 07:21:51,😀,
9a1f3c63-5380-48d6-9fda-108e8966c025,Jerry Rogers,3,2025-06-13 10:50:23,good internet provider,
f1bddd35-046a-475b-b8ec-f322f5852ce0,Omar Brown,3,2025-10-19 16:44:35,nice app,
1da61877-dcde-4b07-bf7b-2e6256e19361,Molly George,2,2025-05-21 00:25:21,Yekdam slow net 3 4 ota mobile ma use garda ni slow chalxa,
b8ecf19b-5c58-421a-8c67-987555146a01,David Cox MD,1,2025-02-01 20:23:40,Chrrrrrrratara,
bb7fc4e2-15af-41e5-97d1-7d9434ea75de,Tiffany Terry,1,2025-03-16 04:45:06,"The app safety control doesn't seem working . Also the enable disable message is confusing . When enabled it says control service is enabled click button to disable but button has ""enable""on it's text which is confusing rather it should read disable with red color.",
1549bb76-c0f1-459b-a153-35e847e4cb33,Elizabeth Rush,2,2024-11-27 08:15:49,Good,
af172306-3564-424d-8700-3d6c537723aa,David Kelly,4,2025-08-21 10:50:19,It is fairly fast & reliable👍️,
67175ec2-9226-45b2-9d6a-5ec54ba477ae,Andrea Joseph,1,2025-08-22 05:42:54,Easy for use. But when i open this app net became slow down during application use.,
45ba879b-1bf4-412d-8846-8b2c09b9e5e5,Jesus Harvey,5,2025-09-09 12:37:37,Bad,
45792d6d-0255-4949-8b53-f226b5a237ad,Kim Simpson,1,2024-11-30 12:31:38,greatest,
150ad17b-b987-4d6a-9401-1c828266dd99,Zachary Pace PhD,5,2025-07-02 22:07:00,Current download and upload running speed is not shown in this version as in previous version. There is some error/bugs in device filtering. Also it would be better if individual user's speed of internet can be set.,
b15a7d7c-ae7a-485f-9e94-91c26b550b85,Hannah Hill,4,2025-05-16 18:59:23,Not so good services,
87256826-8f64-49ac-9357-dad3c60f5b4e,Alexander Patterson,3,2025-04-21 19:54:57,Good app,
