id,rating,cleaned_review,label,is_suggestion
57,1,bad wifi said 250mbps works 30mbps wth,negative,0
58,5,slow,positive,0
59,1,working update properly,negative,1
61,1,tried login expected doesnt send login code number doesnt let login google responsible app,negative,0
62,5,outstanding,positive,0
63,4,qr code garne option lyauna paryo wifi lai secure garna,positive,0
64,5,good,positive,0
65,5,good,positive,0
66,5,nice,positive,0
67,4,goooodddddd,positive,0
68,5,good,positive,0
69,1,one useless wifi world link,negative,0
70,1,good service good mention,negative,0
71,5,like,positive,0
72,5,good,positive,0
73,1,wors resive code say sent code,negative,0
74,5,nice,positive,0
75,5,awesome,positive,0
76,1,worldlink ko wifi le worldlink aap naii khuldaiina,negative,0
77,5,open worldlink,positive,0
78,1,good,negative,0
79,5,good service,positive,0
80,5,nice,positive,0
81,5,good,positive,0
82,5,og,positive,0
83,1,bad service responds,negative,0
84,2,slow net,negative,0
85,1,slow speed,negative,0
86,5,best,positive,0
87,1,much slow app im trying user block list get block,negative,0
88,5,nice,positive,0
89,5,bhupendar,positive,0
90,5,best x worldlink,positive,0
91,5,nice app,positive,0
92,3,slow features like device filters would better improved,neutral,1
95,1,bad service,negative,0
96,5,experience could feels good motor better experience,positive,0
97,1,worst service ive ever used nonsense policies rating,negative,0
98,1,kei kam nai gardaina ta secondary router xa tei vayera mobile banking esewa kei kam nai gardaina,negative,0
99,1,indeed much slower tortoise,negative,0
100,1,app crashes every time,negative,0
101,1,net gatilo chhaina paisa dherai mahango aba sabai banda bhayepaxi kaam ni chhaina yes ko,negative,0
102,5,good,positive,0
103,1,internet service worst wife speed slow tortoise problem happening wife automatically crash doesnt give one link iam starting playing games started others stuffs wifi doesnt give one link also start crashing showing x mark single although recently pay wifi bill started showing saying couldnt provided network please fix type issues otherwise use companies brand,negative,1
104,1,useless application good nothing bad worst applicationdo download,negative,0
105,5,best app plz dowload app plz,positive,0
106,1,free wi fi totally scam otherwise watching one time advertising connecting properly slow internet,negative,0
107,1,whats wrong apps instead opening app always goes app info fix,negative,1
108,5,helpful,positive,0
109,5,like app,positive,0
110,1,useless,negative,0
111,2,worst app ever cant even function properly please make app usable practical cant even change password edit whitelisted devices please fix major issues,negative,1
112,1,useless app cant even used change wifi password restrict devices network,negative,0
113,5,installing,positive,0
114,5,nice experience,positive,0
115,1,slow internet poor service dont like internet,negative,0
116,1,help,negative,0
117,5,usefull app,positive,0
118,5,best app best isp nepal,positive,0
119,4,good,positive,0
120,5,good,positive,0
121,5,useful,positive,0
122,1,worse app ever use,negative,0
123,1,gross net,negative,0
124,1,loss surgery slow net,negative,0
125,1,manoj mahoto,negative,0
126,5,love,positive,0
127,1,login nai hudaina code halda ni error matra hunxa try vanxa,negative,0
128,1,ghatiya company slow complain garada response vanxa raughter najik basnu ghatiya company,negative,0
129,5,nice,positive,0
130,2,great work,negative,0
131,3,app slowneed improve,neutral,1
132,1,worse internet service,negative,0
133,5,useful,positive,0
134,5,awesome,positive,0
135,5,nice,positive,0
136,1,slow net word,negative,0
137,3,nice app,neutral,0
138,1,awful app tried edit mac filter list complete headache,negative,0
139,5,good internet provider nepal,positive,0
140,5,great services fast net thanks worldlink team,positive,0
141,1,sabai vanda slow ra hawaa wifi vanakaii world link hoo na ta range naii na ta ramro net naii xa hawaa wifi ever,negative,0
142,4,app good local staff lazy hell dont receive calls arrive late sometimes 2 3 days later takes days resolve simple problems overall customer service local level disastrous looking good internet service providers,positive,1
143,5,good,positive,0
144,5,excellent,positive,0
145,3,internet fast repairing slow xa bela bela net janxa,neutral,0
146,1,hay worldlink team please repair app many times try open app,negative,1
147,1,app practically useless internet even another internet connection still shows router offline wont let access manage settings router control app work locally network depend entirely isps connection disappointing,negative,1
148,2,device filtering z vako mac id filter add garnq mildaina ta,negative,0
149,1,cant worse update current worldlink app whenever try check connected devices wifi automatically disconnects reconnects problem happens try change wifi password using app wifi keeps going driving crazy long tolerate worldlink care issue,negative,1
150,5,good service,positive,0
151,1,unmanaged,negative,0
152,1,device filter option dont work,negative,0
153,5,excellent speed service 1010,positive,0
154,4,rauter slow work range,positive,0
155,5,good,positive,0
156,5,wow,positive,0
157,1,connectivity poor,negative,0
158,1,worst customer service ever u text send u otp wgen u enter otp says wrong u somehow manage talk straight ignore u via whatsapp,negative,0
159,1,khatam xa mug phone garda uthaudaina net ko speed kaxuwa vanda slow xa,negative,0
160,1,service low also internet isnt good watch staffs rude domineering,negative,0
161,1,verry bad network,negative,0
162,1,guys need update,negative,1
163,5,wonderfull,positive,0
164,1,worst app worst customer service experience ever never use app connection,negative,0
165,1,1time open hunxa aaru bela aafaii back hunxa hawa update garna paryo,negative,1
166,5,good,positive,0
167,1,im disappoint world link try add devices white list take 5 min loading gives something wrong tried 30 min whitelisted 4 devices last devices whitelist mode devices connected please solved problems,negative,1
168,5,ecxellent,positive,0
169,2,app biased show fault backend network staff keep messing network connection setting worldlink tells modem offline reality modem online,negative,0
170,1,device filtering doesnt work single click,negative,0
171,5,home home,positive,0
172,5,nice,positive,0
173,1,blacklisting done accurately please kindly use strong software planning accuracy upto mark,negative,1
174,5,nice job,positive,0
175,5,best reason,positive,0
176,5,excellent wonderful,positive,0
177,5,experience excellent,positive,0
178,1,whenever open app net automatically goes slow nowadays internet speed become slow,negative,0
179,1,password change garna ho vane download garda hunxa natra download nagarnu aru kei open hunna,negative,0
180,1,app ramro xain device filtering kam gardain ek patak filtering garepaxi arko phone add garnuparo vane suru add gareko mac afai delete hunx connected device herna khojda pani wifi disconnect hunx,negative,0
181,2,worldlink service totally pathetic internet working 10 days still isnt good response technician check go problem still paid yearly plan useless please anyone reading dont join worldlink connection,negative,1
182,5,app exceptional easy access,positive,0
183,3,good,neutral,0
184,5,nice,positive,0
185,5,satisfied internet service well supportive care alret headoffice,positive,0
186,1,app bad service recommended period,negative,0
187,5,good job,positive,0
188,5,everything going good,positive,0
189,3,pretty good app,neutral,0
190,3,previously given one star improved white list feature well chatting features got improved still many features need improved aint enough example chat us feature whenever message start using another app reopen chat opens man way slow features keep improving like would next time give 5 star,neutral,1
191,1,worsted internet ever try,negative,0
192,4,good,positive,0
193,5,good,positive,0
194,1,router blank page dekhaune issue wlink lai vanda mainau bitta samma ni banena,negative,0
195,5,excellent,positive,0
196,3,app slow wifi incredible,neutral,0
197,5,good app,positive,0
198,4,good,positive,0
199,2,puranai ramro thiyo apps ahila tw multiple select pani garna mildaina tw black list rakhna ni ghumeko ghumai hunxa app posting please make app like cant block unknown person like,negative,1
200,1,found fault reached app check connected device tap connected device icon app shows connected device mobile checking mobile connected internet dear worldlink solve fault faster also wifi going slow day day,negative,0
201,5,best,positive,0
202,5,need improve speed,positive,1
203,4,good app control device connections,positive,0
204,1,device filtering working properly glitch app app developer look issue,negative,1
205,5,nice,positive,0
206,5,easy use help us,positive,0
207,1,poor service,negative,0
208,1,poor net,negative,0
209,3,good,neutral,0
210,5,noce,positive,0
212,5,esay manage access,positive,0
213,5,excellent,positive,0
214,5,best service ever,positive,0
215,4,great app lack password,positive,0
216,5,good application,positive,0
217,5,amazing app,positive,0
218,5,world link best internet using internet since 2016,positive,0
219,5,good,positive,0
220,5,good,positive,0
221,5,excilent,positive,0
222,1,slow wifi,negative,0
223,5,good,positive,0
224,1,please update garnu yo app lastai glich xa white list mode lagdaa app nai glich hunxa system nai chaldaina poor app,negative,1
225,1,even login app code coming,negative,0
226,1,click 100 time enable disable device filtering worst worst,negative,0
227,5,excelent,positive,0
228,4,helpful,positive,0
229,1,tori option zero stars one star much app,negative,0
230,1,whenever try add delete devices whitelist app doesnt workuseless appp,negative,0
231,1,𝐰𝐨𝐫𝐬𝐭 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐞𝐯𝐞𝐫,negative,0
232,4,good,positive,0
233,5,amazing fast services,positive,0
234,5,best,positive,0
235,1,cant even give straight forward answer asked question questionable customer service,negative,0
236,5,nice,positive,0
237,1,worldlink never fails disappoint,negative,0
238,5,helpful,positive,0
239,4,several days wifi power reduces,positive,0
240,5,good,positive,0
241,5,please dont forget router,positive,1
242,5,amazing service,positive,0
243,3,good app handling many bugs operating slow loading som features like connected device etc please fixed,neutral,1
244,5,makes much easier works bill payment made also change password network also see expiry date network like love,positive,0
245,5,nice,positive,0
246,1,lot bugs app look device connection even device connected appears connected even get blocked try block 45 times gets blocked forcefully net also runs slow,negative,1
247,5,nice,positive,0
248,1,zero review dina mildaina,negative,0
249,4,good job,positive,0
250,5,best,positive,0
251,1,safenet back 10 months,negative,0
252,1,terrible app cant even handle simple blacklist request takes forever load resets list time time convinced hired nepals low tier app developer sure,negative,0
253,1,account diagnostic working technical team responding timevery bad support team,negative,0
254,3,device filtering doesnot work properlydevice gets added multiple attemptsit takes long display connected devices,neutral,0
255,5,good,positive,0
257,5,world link best isp nepal,positive,0
258,1,khatam xa refer garna khojyo location ghumeko ghumai garexa,negative,0
259,1,slow working perfectly,negative,0
260,1,much expensive offers also cut,negative,0
261,5,best app amongst isps nepal lag bug free app experience,positive,1
262,5,provide exllent net,positive,0
263,1,net slow,negative,0
264,5,great service,positive,0
265,5,good,positive,0
266,1,worst experience life,negative,0
267,4,nice working,positive,0
268,1,worst internet servce provider using worldlink 10 years always got 1 year subscription yet give benefits loyal customer concept loyal customer base sluggish customer care calling since 6 days 10 times said thing every single time tapailai call auxa took 5 days call back also solution dont care customer advice go better isps,negative,0
269,5,im using apps think apps nice helpful others issues detect apps want apps forever,positive,0
270,1,bak bas app xa ramro sang kam kar dai na,negative,0
271,5,nice,positive,0
272,1,weak,negative,0
273,5,best wifi,positive,0
274,1,last slow internet response representative,negative,0
275,1,costumers haru lai service ko naam ko guu ho yo worldink chor jastai behaviour xan,negative,0
276,1,daily line problem,negative,1
277,4,problem occurs even viewing connected devices refreshing app,positive,1
278,1,app tooo slow full glitches,negative,0
279,1,worst app ever seen worst app like,negative,0
280,4,nice time work,positive,0
281,5,nice,positive,0
282,2,disappointed bcz want see many people using internet shows loading another want msg worldlink also showing loading frustrated,negative,0
283,1,bad app,negative,0
284,2,app useful case app crash much dont allow see connected device wifi request worldlink team fix problem soon possible,negative,1
285,1,network ramro aaudaina 150 mbps wala wifi le pani 5060 mbps net matra aauxa,negative,0
286,4,likeit,positive,0
287,5,good,positive,0
288,5,like worldl link,positive,0
289,5,good service appreciated,positive,0
290,1,user unfriendly service,negative,0
291,5,ok dherai ramro,positive,0
292,5,world linkthe name enough,positive,0
293,5,good,positive,0
294,5,yes im satisfied,positive,0
295,1,app slow,negative,0
296,1,bad,negative,0
297,5,good reviews wifi nepal,positive,0
298,4,nice lacking problem face,positive,1
299,5,good,positive,0
300,4,good expensive,positive,0
301,1,tooooooooo slowwww,negative,0
302,5,wow,positive,0
303,5,best internet access nepal,positive,0
304,1,useless,negative,0
305,5,useful,positive,0
306,4,thanks providing quality service,positive,0
307,5,superb,positive,0
308,5,good,positive,0
309,5,good,positive,0
310,5,goog satisfied servise,positive,0
311,1,repair services fake messages worst service ever choose another company,negative,0
312,5,great,positive,0
313,5,nice aaps,positive,0
314,1,working properly feature,negative,0
315,2,poor service,negative,0
316,1,tait khatam app services also,negative,0
317,5,good,positive,0
318,5,good future,positive,0
319,5,wooooooownice,positive,0
320,5,excellent,positive,0
321,5,usefull,positive,0
322,1,app keep opening app info screen instead simply launching app issue frustrating tried reinstalling app problem persists,negative,1
323,1,recently updating app accessible try open app blue screen appears stays way minutes,negative,0
324,1,device app isnt loading cleared storage tooo gave alll permission could give still loading,negative,0
325,5,gives good internet service also fast repairing services thanks world link,positive,0
326,1,poor network quality always facing problems wanted give 0 star theres option im giving 1 star rating listen dont apply world link wifi home log every month sometime log even 2 3 times worst decision life apply company network,negative,1
327,5,excellent,positive,0
328,5,best internet provider,positive,0
329,1,yo muji lado net ho,negative,0
330,5,good,positive,0
331,5,one best internet service provider nepal,positive,0
332,3,app smooth internet really slow compared,neutral,0
333,5,smooth easy operation features good work worldlink team,positive,0
334,5,commendable reliable performance prompt response issues arise ensuring seamless efficient user experience,positive,0
335,5,nice,positive,0
336,1,worst network ever seen,negative,0
337,4,best,positive,0
338,1,trash service ever pay money good connection internet connection,negative,0
339,1,worst service ever care money customers,negative,0
340,1,becoming worse worse,negative,0
342,5,good,positive,0
343,1,useless service rude customer service,negative,0
344,5,great,positive,0
345,5,excilent,positive,0
346,5,nice,positive,0
347,5,good,positive,0
348,5,fast wifi,positive,0
349,5,nice,positive,0
350,5,nice,positive,0
351,1,useless app ever used doesnt work time change settings router whatever set reverts back mac filtering feature doesnt work support terrible close ticket without solving anything would recommend isp app worst enemy nt fiber available please choose,negative,1
352,3,nice,neutral,0
353,1,worst wifi thats seen line wifi router restarted gives internet 5 min,negative,0
354,5,great work,positive,0
355,4,good,positive,0
356,5,worldink specially beacuse feature expensive like 24 g 5 g thanks,positive,0
357,5,amazing brave,positive,0
358,1,wan na open worldlink wifi chrome browser login configure teach wan na configure setting like others wifi like dishhome wifi subisu wifi many type features,negative,0
359,1,trash app,negative,0
360,5,nice,positive,0
361,4,awesome,positive,0
362,5,good work,positive,0
363,1,worst network ever even taking data good theres major issues network think change network,negative,1
364,5,wonder full,positive,0
365,1,worst app encountered using acess router settings full bugsesto ghatiya app xa ki device filtering garda problems ako ako garxa device add gareko add nai hudaina hairan banauxa esto app chai prayog nagarau dimag kharab banauxa,negative,1
366,3,slow still need updates,neutral,1
367,3,helpful every 12 week got expired n need update pin look issues well,neutral,1
368,4,good smooth faster,positive,0
369,5,nice,positive,0
370,1,worldlink wrost network nowadays low management technical system working properly like,negative,0
371,5,far good,positive,0
372,1,bakwas internet xi,negative,0
373,1,worst customer service ever experience entire life called 10times 1 things informed scenario time members call asking question guys maintain proper communication customer terminate link clear everything quickly 5days one visit pick router wires road disturbed public almost accident occurred due hanging wiresteam irresponsible,negative,0
374,1,internet unstable especially night worst one bought,negative,0
375,1,unknown status offline problem,negative,1
376,1,worst experience ever using worldlink customer service good main thing internet speed worse,negative,0
377,1,working well,negative,0
378,1,able sign,negative,0
379,4,app instead opening leads app info fix problem,positive,1
380,5,quick responce,positive,0
381,4,good useful,positive,0
382,1,bad appnot working properly,negative,0
383,1,customer service sucks,negative,0
384,2,add ability enabledisable dhcp,negative,0
385,4,good,positive,0
386,1,worst app app need contact information stealing data customer phone advertising,negative,1
387,1,worldlink might worst service provider 3 days internet outage area contact hell expect contact app work internet point telephone services useless honestly lowest lows comes service wouldve given 0 stars option,negative,0
388,1,sabai vanda gatiya vaneko worldlink hoo plz koi le ni yo use na garnu hola mai2 barsa chalai sakee jasoo tasoo gareraa aabha maile life worldlink use gardina ra hajurharu lai ni request garxhu ki na linu hola vanera,negative,0
389,5,superb,positive,0
390,1,new update bad mac filtering working loading also speed test,negative,1
391,4,fast service,positive,0
392,1,unstable ping playing night,negative,0
393,1,world link team seeing thisi giving 1 star takes time installing app internet speed also fast bug solved yet satisfied installing app,negative,1
394,3,good,neutral,0
395,1,bad serviceinternet dropping dropping contact customer care multiple times yet solved,negative,0
396,1,worst service internet till day 3 although mention problem overrated service provider,negative,1
397,1,worldlink really needs work app slow,negative,1
398,5,febret aap thanks,positive,0
399,1,nice app,negative,0
400,1,technican services poor kathmandu valley putalisadak provide technical assistance 1 day wrost service internet issue poor service,negative,0
401,1,poor internet connection slow working experiences internet good,negative,0
402,1,slow chalxa,negative,0
403,5,good,positive,0
404,5,much amazing fast suggest aal nepalese use worldlink thank,positive,1
405,5,nice,positive,0
406,1,refer gareko bonus milena,negative,0
407,2,app straightup pointless half time im connected internet already app wont even open like make sense im trying connect worldlink free wifi using app boom crashes refuses load whats point wifi app needs wifi even function theres blacklist feature wow block device app takes forever next time open poof gone turn blacklisting turn backboom,negative,1
408,1,useless even 67 kilometres away devices showing connected wifi,negative,0
409,5,excellent experience,positive,0
410,3,almost good,neutral,0
412,5,huge thanks worldlink communication services lodges along annapurna base camp trail offering steady wifi trek helps us stay connected loved ones share beauty himalayas real time,positive,0
413,1,app haina paila net bana mahina ko 15 din ta birinxa,negative,0
414,5,nice,positive,0
415,1,recent update need run speed check reporting issue trying report issue connection slow connection diagnosis fails cant connect router unable report problem app need call support whose brilliant ideas first try connect router hit diagnosis missed small fact still use mobile data use app report problem,negative,1
416,1,worldlink wifi slow wifi 0 star,negative,0
417,5,super,positive,0
418,1,wlink acess router login page access ont 1921681254 worldlink seeing review providing router login page every people,negative,0
419,5,good,positive,0
420,3,nice,neutral,0
421,4,85 service good,positive,0
422,5,good,positive,0
423,1,third quality maintenance service poor customer service,negative,0
424,1,05 5,negative,0
425,5,thank,positive,0
426,1,cant logging app,negative,0
427,1,always something went wrong app,negative,0
428,5,good,positive,0
429,1,bad updateit take tooo much time see conected deviceand cant block unknkwn user,negative,1
430,5,excellent,positive,0
431,2,always restart app dont used 0ne two weeks,negative,0
432,5,best app ever play store,positive,0
434,1,slow,negative,0
435,1,poor service kuani aru option xaina yo internet bahek,negative,0
436,5,poor net,positive,0
437,5,excellent,positive,0
438,4,good,positive,0
439,1,lado jsto net mg zindagi gatilo chaldiana,negative,0
440,5,lezy network,positive,0
441,5,best,positive,0
442,1,late service,negative,0
443,4,ok,positive,0
446,5,pls download fast,positive,0
447,1,bad experience,negative,0
448,3,good,neutral,0
449,1,issues 1 month jhan aaja new year pani yestoferi yo tw aakdam naramro lagyo managed hoki k ho next time connect world link recommend,negative,0
450,5,best,positive,0
451,1,hella slow net bad app dont use instead go networks,negative,0
452,1,app slow use,negative,0
453,4,service good,positive,0
454,1,slow,negative,0
455,5,good,positive,0
456,1,im extremely disappointed quality internet service providedthe connection constantly dropping speed far promised basic tasks like browsing streaming frustratingly slowive contacted customer support multiple times problem keeps coming back never resolved properlyi expect prompt fix proper explanation continues choice switch providers share experience publicly,negative,1
457,5,excellent,positive,0
458,1,net good worldlink provided service time rating 05,negative,0
459,4,verdy good app,positive,0
460,1,times wifi goes internet without reason,negative,0
461,4,1when start app mobile get disconnected wifi reconnect happen probably latest update 2 app work also without internet able open access router home networklan 3 need access sellect wifi bandchannel choice,positive,1
462,5,good,positive,0
463,4,nice network cant restart password others mobile,positive,0
464,1,doesnt support device,negative,0
465,5,app useful,positive,0
466,4,problems network aap solve mywordlink internet also fast,positive,1
467,1,wifi solo xa kam xaina world link,negative,0
468,2,still many rooms improvement like 1wifi settings 24ghz 5ghz seperately 2 option enabling secondary ssid guest 3 better support huawei router like restart router app basic functionality bug app although always better experience worldlink using worldlink wizoom wireless 512 kbps ftth 100 mbps,negative,1
469,5,supe,positive,0
470,5,working well,positive,0
471,5,service good till,positive,0
472,2,taken 200 mbps runs sometimes slow,negative,0
473,1,app working slowly mac address setup,negative,0
474,1,internet never works properly whenever theres issue calling customer support uselessthey never solve anything constant disconnections slow speeds make frustrating use definitely worth money,negative,0
475,3,cant login email google facebook,neutral,0
476,5,sewa ramro x,positive,0
477,5,malai worldlink ko sewa ramro lagyo,positive,0
478,5,excellent,positive,0
479,1,app good ramro sanga banaunus,negative,0
480,5,fast good network uss4 years ago perfect work like woldlink net give five star,positive,0
481,4,good,positive,0
482,1,world link world show link din 2 chote report garyo tai pani show net kam xaina net,negative,0
483,1,yo jasto slow app jindagi mai chalyena maile,negative,0
484,3,good,neutral,0
485,4,good network takes much time start,positive,0
486,5,good experience,positive,0
487,5,using worldlinkit good fun use,positive,0
488,4,good,positive,0
489,4,one best wifi faster fast network worldlink,positive,0
490,3,time net going automatic,neutral,0
491,1,able manage wifi settingschange password new version fix fast,negative,1
492,5,nice app,positive,0
493,1,runs ads offers recharge wont get offered product always stock lol remove offers cants provide stocks users,negative,0
494,1,slow network,negative,0
495,5,good,positive,0
496,5,good,positive,0
497,5,good,positive,0
498,5,helpful app,positive,0
499,5,goooooood,positive,0
500,2,device filtering working slowly,negative,0
501,1,worst app,negative,0
502,5,nice,positive,0
503,5,good app,positive,0
504,5,good,positive,0
505,1,1 device 200 mbps internet download speed 05 mbps dont even want refund,negative,0
506,5,good job,positive,0
507,4,ramro xa hai,positive,0
508,5,nice,positive,0
509,5,slow app world work one day,positive,0
510,3,good,neutral,0
511,5,good service n useful information applicable thanks teams,positive,0
512,2,good,negative,0
513,5,link time wifi worldlink connaction mobile samsung galaxy f22thank please help please,positive,1
514,5,awesome,positive,0
515,5,good,positive,0
516,3,slow,neutral,0
517,1,good,negative,0
518,1,worst internet service provider nepal,negative,0
519,5,useful app,positive,0
520,1,internet slow,negative,0
521,5,supportive understanding,positive,0
522,5,good,positive,0
523,5,excellent,positive,0
524,4,great app specially qr passwords,positive,0
525,5,febret wouldlink,positive,0
526,1,congratulations,negative,0
527,5,easy navigate make changes,positive,0
528,1,app works late,negative,0
529,1,bad app design many animation good little feature reason pages like connected device loadupdate slower vianet whitelistblacklist isnt intuitive list whitelisted device delete choose filtering none hard save list future use usage graph like vianet frustration app high,negative,1
530,5,helpful network issues,positive,0
531,5,good service fast net,positive,0
532,1,absolute garbage nothing app functioning properly worldlink really needs improve mobile app straight trash,negative,1
533,5,gud,positive,0
534,5,excellent,positive,0
535,2,bad service mirchaiya brance,negative,0
536,5,internet good,positive,0
537,2,mac filter smooth sync issue etc,negative,0
538,4,login two devices time,positive,0
539,3,added customer username password would easy login without sending otp,neutral,1
540,1,worst update update everything messed cant even hide ssid turn mac filter cant even block device doesnt show connected devices,negative,1
541,5,best,positive,0
542,1,recently worst experience staff service,negative,0
543,1,app working properly,negative,0
544,3,app doesnt respond takes much time view commected devices doesnt work properly add device mac address white list takes lot time,neutral,0
545,1,niceand wifi speed also nice dont know speed get slow night technical problem,negative,1
546,1,bad badi recommend nepalese dont use wifivery bad servicewe pay change locationthey cut internet without informationvery slow,negative,0
547,3,average,neutral,0
548,5,nice,positive,0
549,1,kam xaina yo app kai kam gardaina nepali mug le banako ta ho k chai kam deko xa ra aile samma mero blacklist pani basdaina whitelist pani basdaina koi user block garda ni hudaina password ni change hudaina ani k kam ho yo app ko,negative,0
550,5,good,positive,0
551,1,shame yr password change garna ni mildaina username ni change garna mildaina connected device herna ni mildaina k khana banako ho app ki net nachalera vannu net tw ehai worldlink kai ho la 250 mbps wala last waiyat baayo yr uninstall garera reinstall garam vanya tyo ni mildaina thukka,negative,0
552,5,good quality net,positive,0
553,5,good,positive,0
554,5,helpfull,positive,0
555,5,valuable app,positive,0
556,1,net slow go world link app says internet slow kicks app try data use go world link app app says unidentified network something kicks like reason im world link app rn due slow speed unstable connection gon na kick poor connection meanwhile service poor app useful world link isnt working,negative,0
557,3,slow,neutral,0
558,4,good service,positive,0
559,1,net jasto xa app tyo vanda ni katam kailey gatilo huna cainae bela thuka ww,negative,0
560,5,good,positive,0
561,1,app useless internet slow takes long time load check internet speed shows always fine even though internet speed low alot reporting feature ls dismissed,negative,0
562,4,good network sometime poor,positive,0
563,1,worst internet problems,negative,1
564,1,worst app app gave headache slow trying block someone nothing happened,negative,0
565,1,kripaya fake reviews haru na denu hola world slowest internet bhanako nae world link ho like wire ko problem aayo bhaney ne 3 days lagxa banaunu,negative,1
566,1,geda jasto chalxa tapai agar game khelnu hunxa ani ghar 34 jana manxe haru aajhai khelxan vane yo net na lekai thik xa game khelne garxu ping kahilee pani ramro didaina k ta ris uthi sakyo tetro dherai paisa tirerw gooo jasto net dinxa k vanu aba,negative,0
567,5,good,positive,0
568,1,plz connection problem solve,negative,1
569,1,slowly working bad,negative,0
570,5,bad,positive,0
571,5,good,positive,0
572,1,new year speaker ra airpod ko offer baki cha tara stock chaina kasto offer ho yo,negative,0
573,3,good,neutral,0
574,5,good app,positive,0
575,1,working properly,negative,0
576,1,pin patiho,negative,0
578,2,think wifi users nepal use network,negative,0
579,5,like much great service im going outside also every place im online great,positive,0
580,5,aap best app world,positive,0
581,5,good,positive,0
582,5,good like good,positive,0
583,5,nice good world link,positive,0
584,1,internet app also wont login,negative,0
585,5,good,positive,0
586,1,waste pisc,negative,0
588,1,net problem ho yesto ramro net vanako yai ho ki k ho ghar ghar aayera promotion hanako yai ho aba world link na halako ko ghar gayera na halnu vanxu,negative,1
589,1,cond jasto net xa mu aajha rocket ko advertise garnu mu cond jasto net xa mu aajha rocket ko advertise garnu mu,negative,0
590,1,pathetic,negative,0
591,1,slow xa wifi app ko,negative,0
592,1,vary hang wifi vary costly also dont use,negative,0
593,1,experiencing lot problems like blacklisting users one users blocked time try block one another cant also issues internet connection since weeks 900 pm also forgot tell writing review internet speed 550 40 50 kps,negative,1
594,1,cant open properly many bugs app even cant change password login ta hudaina password tada ko kura,negative,1
595,1,worlink limits deserves negetive stars hawa app matra banaayera huncha worlink app khulna 5 mins laagcha slow internet le app shows everything fine toit hawa paisa thaguwa worldlink yeta jathaa haru lai bann garnu parcha nepal bata haddd huncha ni yaar customer thugne pani,negative,0
596,1,nepali ta ho kaam kaam aarau dha attitude hunxa kosle bana hola yo app kaam nai na lhag ne router restart hannera slow net kasare fox hunxa muji,negative,0
597,1,bugs myworldlinks,negative,1
598,1,worst thing worldlink wifi house trying open data wifi slow even speed supposed 72mbps,negative,0
599,1,world slowest internet,negative,0
600,2,dont stop net night dam playing game time,negative,0
601,1,client since 2017once internet app access offline even though one tries use via mobile datathe call centre would 30 waiting million customer wait u get person talk act fix internet via phonehaving huge customer base boosting thier monopoly egothey lack customer service alotone doesnt option change due issue,negative,1
602,1,slow,negative,0
603,1,muji khate wifi,negative,0
604,1,always slow,negative,0
