review,cleaned_text,sentiment,confidence,is_suggestion,suggestion_text
problem occurs even viewing connected devices refreshing app,problem occurs even viewing connected devices refreshing app,NEGATIVE,0.999,False,
app tooo slow full glitches,app tooo slow full glitches,NEGATIVE,0.999,False,
worst app ever seen worst app like,worst app ever seen worst app like,NEGATIVE,1.0,False,
nice time work,nice time work,POSITIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
disappointed bcz want see many people using internet shows loading another want msg worldlink also showing loading frustrated,disappointed bcz want see many people using internet shows loading another want msg worldlink also showing loading frustrated,NEGATIVE,1.0,False,
bad app,bad app,NEGATIVE,1.0,False,
network ramro aaudaina 150 mbps wala wifi le pani 5060 mbps net matra aauxa,network ramro aaudaina 150 mbps wala wifi le pani 5060 mbps net matra aauxa,NEGATIVE,0.996,False,
likeit,likeit,POSITIVE,0.986,False,
good,good,POSITIVE,1.0,False,
like worldl link,like worldl link,POSITIVE,0.997,False,
good service appreciated,good service appreciated,POSITIVE,1.0,False,
user unfriendly service,user unfriendly service,NEGATIVE,0.981,False,
ok dherai ramro,ok dherai ramro,POSITIVE,0.991,False,
world linkthe name enough,world linkthe name enough,POSITIVE,0.991,False,
good,good,POSITIVE,1.0,False,
yes im satisfied,yes im satisfied,POSITIVE,1.0,False,
app slow,app slow,NEGATIVE,0.999,False,
bad,bad,NEGATIVE,1.0,False,
good reviews wifi nepal,good reviews wifi nepal,POSITIVE,1.0,False,
nice lacking problem face,nice lacking problem face,NEGATIVE,0.88,False,
good,good,POSITIVE,1.0,False,
good expensive,good expensive,POSITIVE,1.0,False,
tooooooooo slowwww,tooooooooo slo,NEGATIVE,0.999,False,
wow,wow,POSITIVE,1.0,False,
best internet access nepal,best internet access nepal,POSITIVE,1.0,False,
useless,useless,NEGATIVE,1.0,False,
useful,useful,POSITIVE,1.0,False,
thanks providing quality service,thanks providing quality service,POSITIVE,1.0,False,
superb,superb,POSITIVE,1.0,False,
good,good,POSITIVE,1.0,False,
good,good,POSITIVE,1.0,False,
goog satisfied servise,goog satisfied servise,POSITIVE,0.862,False,
repair services fake messages worst service ever choose another company,repair services fake messages worst service ever choose another company,NEGATIVE,1.0,False,
great,great,POSITIVE,1.0,False,
nice aaps,nice aaps,POSITIVE,1.0,False,
working properly feature,working properly feature,POSITIVE,1.0,False,
poor service,poor service,NEGATIVE,1.0,False,
tait khatam app services also,tait khatam app services also,POSITIVE,0.534,False,
good,good,POSITIVE,1.0,False,
good future,good future,POSITIVE,1.0,False,
wooooooownice,wooooooownice,NEGATIVE,0.772,False,
excellent,excellent,POSITIVE,1.0,False,
usefull,usefull,POSITIVE,0.999,False,
app keep opening app info screen instead simply launching app issue frustrating tried reinstalling app problem persists,app keep opening app info screen instead simply launching app issue frustrating tried reinstalling app problem persists,NEGATIVE,0.999,False,
recently updating app accessible try open app blue screen appears stays way minutes,recently updating app accessible try open app blue screen appears stays way minutes,NEGATIVE,0.993,False,
device app isnt loading cleared storage tooo gave alll permission could give still loading,device app isnt loading cleared storage tooo gave alll permission could give still loading,NEGATIVE,0.996,False,
gives good internet service also fast repairing services thanks world link,gives good internet service also fast repairing services thanks world link,POSITIVE,0.998,False,
poor network quality always facing problems wanted give 0 star theres option im giving 1 star rating listen dont apply world link wifi home log every month sometime log even 2 3 times worst decision life apply company network,poor network quality always facing problems wanted give 0 star theres option im giving 1 star rating listen dont apply world link wifi home log every month sometime log even 2 3 times worst decision life apply company network,NEGATIVE,0.999,False,
excellent,excellent,POSITIVE,1.0,False,
best internet provider,best internet provider,POSITIVE,1.0,False,
yo muji lado net ho,yo muji lado net ho,NEGATIVE,0.969,False,
good,good,POSITIVE,1.0,False,
one best internet service provider nepal,one best internet service provider nepal,POSITIVE,1.0,False,
app smooth internet really slow compared,app smooth internet really slow compared,NEGATIVE,0.999,False,
smooth easy operation features good work worldlink team,smooth easy operation features good work worldlink team,POSITIVE,1.0,False,
commendable reliable performance prompt response issues arise ensuring seamless efficient user experience,commendable reliable performance prompt response issues arise ensuring seamless efficient user experience,POSITIVE,0.999,False,
nice,nice,POSITIVE,1.0,False,
worst network ever seen,worst network ever seen,NEGATIVE,1.0,False,
best,best,POSITIVE,1.0,False,
trash service ever pay money good connection internet connection,trash service ever pay money good connection internet connection,NEGATIVE,0.993,False,
worst service ever care money customers,worst service ever care money customers,NEGATIVE,1.0,False,
becoming worse worse,becoming worse worse,NEGATIVE,1.0,False,
good,good,POSITIVE,1.0,False,
useless service rude customer service,useless service rude customer service,NEGATIVE,1.0,False,
great,great,POSITIVE,1.0,False,
excilent,excilent,NEGATIVE,0.967,False,
nice,nice,POSITIVE,1.0,False,
good,good,POSITIVE,1.0,False,
fast wifi,fast wifi,POSITIVE,0.995,False,
nice,nice,POSITIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
worst wifi thats seen line wifi router restarted gives internet 5 min,worst wifi thats seen line wifi router restarted gives internet 5 min,NEGATIVE,1.0,False,
great work,great work,POSITIVE,1.0,False,
good,good,POSITIVE,1.0,False,
worldink specially beacuse feature expensive like 24 g 5 g thanks,worldink specially beacuse feature expensive like 24 g 5 g thanks,NEGATIVE,0.973,False,
amazing brave,amazing brave,POSITIVE,1.0,False,
wan na open worldlink wifi chrome browser login configure teach wan na configure setting like others wifi like dishhome wifi subisu wifi many type features,wan na open worldlink wifi chrome browser login configure teach wan na configure setting like others wifi like dishhome wifi subisu wifi many type features,NEGATIVE,0.989,False,
trash app,trash app,NEGATIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
awesome,awesome,POSITIVE,1.0,False,
good work,good work,POSITIVE,1.0,False,
worst network ever even taking data good theres major issues network think change network,worst network ever even taking data good theres major issues network think change network,NEGATIVE,1.0,False,
wonder full,wonder full,POSITIVE,1.0,False,
good smooth faster,good smooth faster,POSITIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
worldlink wrost network nowadays low management technical system working properly like,worldlink wrost network nowadays low management technical system working properly like,NEGATIVE,0.995,False,
far good,far good,POSITIVE,1.0,False,
bakwas internet xi,bakwas internet xi,NEGATIVE,0.875,False,
worst customer service ever experience entire life called 10times 1 things informed scenario time members call asking question guys maintain proper communication customer terminate link clear everything quickly 5days one visit pick router wires road disturbed public almost accident occurred due hanging wiresteam irresponsible,worst customer service ever experience entire life called 10times 1 things informed scenario time members call asking question guys maintain proper communication customer terminate link clear everything quickly 5days one visit pick router wires road disturbed public almost accident occurred due hanging wiresteam irresponsible,NEGATIVE,1.0,False,
internet unstable especially night worst one bought,internet unstable especially night worst one bought,NEGATIVE,0.999,False,
unknown status offline problem,unknown status offline problem,NEGATIVE,1.0,False,
worst experience ever using worldlink customer service good main thing internet speed worse,worst experience ever using worldlink customer service good main thing internet speed worse,NEGATIVE,1.0,False,
working well,working well,POSITIVE,1.0,False,
able sign,able sign,POSITIVE,1.0,False,
quick responce,quick responce,NEGATIVE,0.742,False,
good useful,good useful,POSITIVE,1.0,False,
bad appnot working properly,bad appnot working properly,NEGATIVE,1.0,False,
customer service sucks,customer service sucks,NEGATIVE,1.0,False,
good,good,POSITIVE,1.0,False,
worldlink might worst service provider 3 days internet outage area contact hell expect contact app work internet point telephone services useless honestly lowest lows comes service wouldve given 0 stars option,worldlink might worst service provider 3 days internet outage area contact hell expect contact app work internet point telephone services useless honestly lowest lows comes service wouldve given 0 stars option,NEGATIVE,0.999,False,
sabai vanda gatiya vaneko worldlink hoo plz koi le ni yo use na garnu hola mai2 barsa chalai sakee jasoo tasoo gareraa aabha maile life worldlink use gardina ra hajurharu lai ni request garxhu ki na linu hola vanera,sabai vanda gatiya vaneko worldlink hoo plz koi le ni yo use na garnu hola mai2 barsa chalai sakee jasoo tasoo gareraa aabha maile life worldlink use gardina ra hajurharu lai ni request garxhu ki na linu hola vanera,NEGATIVE,0.998,False,
superb,superb,POSITIVE,1.0,False,
new update bad mac filtering working loading also speed test,new update bad mac filtering working loading also speed test,NEGATIVE,1.0,False,
fast service,fast service,POSITIVE,0.999,False,
unstable ping playing night,unstable ping playing night,NEGATIVE,0.995,False,
world link team seeing thisi giving 1 star takes time installing app internet speed also fast bug solved yet satisfied installing app,world link team seeing thisi giving 1 star takes time installing app internet speed also fast bug solved yet satisfied installing app,NEGATIVE,0.98,False,
good,good,POSITIVE,1.0,False,
bad serviceinternet dropping dropping contact customer care multiple times yet solved,bad serviceinternet dropping dropping contact customer care multiple times yet solved,NEGATIVE,0.999,False,
worst service internet till day 3 although mention problem overrated service provider,worst service internet till day 3 although mention problem overrated service provider,NEGATIVE,0.999,False,
febret aap thanks,febret aap thanks,POSITIVE,0.999,False,
nice app,nice app,POSITIVE,1.0,False,
technican services poor kathmandu valley putalisadak provide technical assistance 1 day wrost service internet issue poor service,technican services poor kathmandu valley putalisadak provide technical assistance 1 day wrost service internet issue poor service,NEGATIVE,0.997,False,
poor internet connection slow working experiences internet good,poor internet connection slow working experiences internet good,NEGATIVE,0.991,False,
slow chalxa,slow chalxa,NEGATIVE,0.996,False,
good,good,POSITIVE,1.0,False,
much amazing fast suggest aal nepalese use worldlink thank,much amazing fast suggest aal nepalese use worldlink thank,POSITIVE,1.0,False,
nice,nice,POSITIVE,1.0,False,
refer gareko bonus milena,refer gareko bonus milena,POSITIVE,0.856,False,
useless even 67 kilometres away devices showing connected wifi,useless even 67 kilometres away devices showing connected wifi,NEGATIVE,0.999,False,
excellent experience,excellent experience,POSITIVE,1.0,False,
almost good,almost good,POSITIVE,1.0,False,
huge thanks worldlink communication services lodges along annapurna base camp trail offering steady wifi trek helps us stay connected loved ones share beauty himalayas real time,huge thanks worldlink communication services lodges along annapurna base camp trail offering steady wifi trek helps us stay connected loved ones share beauty himalayas real time,POSITIVE,1.0,False,
