review,cleaned_text,sentiment,confidence,is_suggestion,suggestion_text
device filtering doesnot work properlydevice gets added multiple attemptsit takes long display connected devices,device filtering doesnot work properlydevice gets added multiple attemptsit takes long display connected devices,NEGATIVE,0.999,True,
app useful case app crash much dont allow see connected device wifi request worldlink team fix problem soon possible,app useful case app crash much dont allow see connected device wifi request worldlink team fix problem soon possible,NEGATIVE,0.999,True,app useful case app crash much dont allow see connected device wifi request worldlink team fix problem soon possible
useless app ever used doesnt work time change settings router whatever set reverts back mac filtering feature doesnt work support terrible close ticket without solving anything would recommend isp app worst enemy nt fiber available please choose,useless app ever used doesnt work time change settings router whatever set reverts back mac filtering feature doesnt work support terrible close ticket without solving anything would recommend isp app worst enemy nt fiber available please choose,NEGATIVE,0.999,True,useless app ever used doesnt work time change settings router whatever set reverts back mac filtering feature doesnt work support terrible close ticket without solving anything would recommend isp app worst enemy nt fiber available please choose
worst app encountered using acess router settings full bugsesto ghatiya app xa ki device filtering garda problems ako ako garxa device add gareko add nai hudaina hairan banauxa esto app chai prayog nagarau dimag kharab banauxa,worst app encountered using acess router settings full bugsesto ghatiya app xa ki device filtering garda problems ako ako garxa device add gareko add nai hudaina hairan banauxa esto app chai prayog nagarau dimag kharab banauxa,NEGATIVE,1.0,True,worst app encountered using acess router settings full bugsesto ghatiya app xa ki device filtering garda problems ako ako garxa device add gareko add nai hudaina hairan banauxa esto app chai prayog nagarau dimag kharab banauxa
slow still need updates,slow still need updates,NEGATIVE,0.98,True,
helpful every 12 week got expired n need update pin look issues well,helpful every 12 week got expired n need update pin look issues well,POSITIVE,0.583,True,
app instead opening leads app info fix problem,app instead opening leads app info fix problem,NEGATIVE,0.999,True,app instead opening leads app info fix problem
add ability enabledisable dhcp,add ability enabledisable dhcp,POSITIVE,0.994,True,add ability enabledisable dhcp
worst app app need contact information stealing data customer phone advertising,worst app app need contact information stealing data customer phone advertising,NEGATIVE,1.0,True,
worldlink really needs work app slow,worldlink really needs work app slow,NEGATIVE,0.999,True,worldlink really needs work app slow
app straightup pointless half time im connected internet already app wont even open like make sense im trying connect worldlink free wifi using app boom crashes refuses load whats point wifi app needs wifi even function theres blacklist feature wow block device app takes forever next time open poof gone turn blacklisting turn backboom,app straightup pointless half time im connected internet already app wont even open like make sense im trying connect worldlink free wifi using app boom crashes refuses load whats point wifi app needs wifi even function theres blacklist feature wow block device app takes forever next time open poof gone turn blacklisting turn backboom,NEGATIVE,0.999,True,app straightup pointless half time im connected internet already app wont even open like make sense im trying connect worldlink free wifi using app boom crashes refuses load whats point wifi app needs wifi even function theres blacklist feature wow block device app takes forever next time open poof gone turn blacklisting turn backboom
recent update need run speed check reporting issue trying report issue connection slow connection diagnosis fails cant connect router unable report problem app need call support whose brilliant ideas first try connect router hit diagnosis missed small fact still use mobile data use app report problem,recent update need run speed check reporting issue trying report issue connection slow connection diagnosis fails cant connect router unable report problem app need call support whose brilliant ideas first try connect router hit diagnosis missed small fact still use mobile data use app report problem,NEGATIVE,0.999,True,
im extremely disappointed quality internet service providedthe connection constantly dropping speed far promised basic tasks like browsing streaming frustratingly slowive contacted customer support multiple times problem keeps coming back never resolved properlyi expect prompt fix proper explanation continues choice switch providers share experience publicly,im extremely disappointed quality internet service providedthe connection constantly dropping speed far promised basic tasks like browsing streaming frustratingly slowive contacted customer support multiple times problem keeps coming back never resolved properlyi expect prompt fix proper explanation continues choice switch providers share experience publicly,NEGATIVE,1.0,True,im extremely disappointed quality internet service providedthe connection constantly dropping speed far promised basic tasks like browsing streaming frustratingly slowive contacted customer support multiple times problem keeps coming back never resolved properlyi expect prompt fix proper explanation continues choice switch providers share experience publicly
1when start app mobile get disconnected wifi reconnect happen probably latest update 2 app work also without internet able open access router home networklan 3 need access sellect wifi bandchannel choice,1when start app mobile get disconnected wifi reconnect happen probably latest update 2 app work also without internet able open access router home networklan 3 need access sellect wifi bandchannel choice,NEGATIVE,0.993,True,
still many rooms improvement like 1wifi settings 24ghz 5ghz seperately 2 option enabling secondary ssid guest 3 better support huawei router like restart router app basic functionality bug app although always better experience worldlink using worldlink wizoom wireless 512 kbps ftth 100 mbps,still many rooms improvement like 1wifi settings 24ghz 5ghz seperately 2 option enabling secondary ssid guest 3 better support huawei router like restart router app basic functionality bug app although always better experience worldlink using worldlink wizoom wireless 512 kbps ftth 100 mbps,NEGATIVE,0.989,True,
app working slowly mac address setup,app working slowly mac address setup,NEGATIVE,0.993,True,
able manage wifi settingschange password new version fix fast,able manage wifi settingschange password new version fix fast,POSITIVE,0.836,True,able manage wifi settingschange password new version fix fast
link time wifi worldlink connaction mobile samsung galaxy f22thank please help please,link time wifi worldlink connaction mobile samsung galaxy f22thank please help please,POSITIVE,0.523,True,link time wifi worldlink connaction mobile samsung galaxy f22thank please help please
absolute garbage nothing app functioning properly worldlink really needs improve mobile app straight trash,absolute garbage nothing app functioning properly worldlink really needs improve mobile app straight trash,NEGATIVE,1.0,True,absolute garbage nothing app functioning properly worldlink really needs improve mobile app straight trash
added customer username password would easy login without sending otp,added customer username password would easy login without sending otp,NEGATIVE,0.989,True,
app doesnt respond takes much time view commected devices doesnt work properly add device mac address white list takes lot time,app doesnt respond takes much time view commected devices doesnt work properly add device mac address white list takes lot time,NEGATIVE,1.0,True,app doesnt respond takes much time view commected devices doesnt work properly add device mac address white list takes lot time
worlink limits deserves negetive stars hawa app matra banaayera huncha worlink app khulna 5 mins laagcha slow internet le app shows everything fine toit hawa paisa thaguwa worldlink yeta jathaa haru lai bann garnu parcha nepal bata haddd huncha ni yaar customer thugne pani,worlink limits deserves negetive stars hawa app matra banaayera huncha worlink app khulna 5 mins laagcha slow internet le app shows everything fine toit hawa paisa thaguwa worldlink yeta jathaa haru lai bann garnu parcha nepal bata haddd huncha ni yaar customer thugne pani,NEGATIVE,0.994,True,
client since 2017once internet app access offline even though one tries use via mobile datathe call centre would 30 waiting million customer wait u get person talk act fix internet via phonehaving huge customer base boosting thier monopoly egothey lack customer service alotone doesnt option change due issue,client since 2017once internet app access offline even though one tries use via mobile datathe call centre would 30 waiting million customer wait u get person talk act fix internet via phonehaving huge customer base boosting thier monopoly egothey lack customer service alotone doesnt option change due issue,NEGATIVE,0.992,True,client since 2017once internet app access offline even though one tries use via mobile datathe call centre would 30 waiting million customer wait u get person talk act fix internet via phonehaving huge customer base boosting thier monopoly egothey lack customer service alotone doesnt option change due issue
mac filtaring apply garna garo cha yeutaa add garna 50 choti garnu parcha yo issue solved garidinus,mac filtaring apply garna garo cha yeutaa add garna 50 choti garnu parcha yo issue solved garidinus,NEGATIVE,0.981,True,mac filtaring apply garna garo cha yeutaa add garna 50 choti garnu parcha yo issue solved garidinus
doesnt work properly takes much processing time open app try change password also try device filter doesnt work one time try 10 times filtering try put devices mac address doesnt work one time take 5 times add one device,doesnt work properly takes much processing time open app try change password also try device filter doesnt work one time try 10 times filtering try put devices mac address doesnt work one time take 5 times add one device,NEGATIVE,0.999,True,doesnt work properly takes much processing time open app try change password also try device filter doesnt work one time try 10 times filtering try put devices mac address doesnt work one time take 5 times add one device
worldlink support team hope message finds well recently upgraded new worldlink app noticed longer allows access router settings controls feature available older version app functionality extremely useful managing monitoring network efficiently could please clarify feature removed new method access router settings updated app feature,worldlink support team hope message finds well recently upgraded new worldlink app noticed longer allows access router settings controls feature available older version app functionality extremely useful managing monitoring network efficiently could please clarify feature removed new method access router settings updated app feature,NEGATIVE,0.971,True,worldlink support team hope message finds well recently upgraded new worldlink app noticed longer allows access router settings controls feature available older version app functionality extremely useful managing monitoring network efficiently could please clarify feature removed new method access router settings updated app feature
using 5years worldlink fuch service customer bad service please everyone dont join worldlink,using 5years worldlink fuch service customer bad service please everyone dont join worldlink,NEGATIVE,0.999,True,using 5years worldlink fuch service customer bad service please everyone dont join worldlink
cant report like stuck diagnosis fix,cant report like stuck diagnosis fix,NEGATIVE,0.999,True,cant report like stuck diagnosis fix
worst customer service even kathmandu valley worldlink support bad even 0 star course rate 0 star embarrassing internet nepal please ban internet,worst customer service even kathmandu valley worldlink support bad even 0 star course rate 0 star embarrassing internet nepal please ban internet,NEGATIVE,1.0,True,worst customer service even kathmandu valley worldlink support bad even 0 star course rate 0 star embarrassing internet nepal please ban internet
need options like separate password ssid 24g 5g,need options like separate password ssid 24g 5g,NEGATIVE,0.99,True,
please work device filtering option works slow,please work device filtering option works slow,NEGATIVE,0.999,True,please work device filtering option works slow
worst internet please dont fall spend ad service worst internet ever user world link 5 years experience worst service please dont buy 0 star give one star post review,worst internet please dont fall spend ad service worst internet ever user world link 5 years experience worst service please dont buy 0 star give one star post review,NEGATIVE,1.0,True,worst internet please dont fall spend ad service worst internet ever user world link 5 years experience worst service please dont buy 0 star give one star post review
aru ta thikai ho device filtering doesnt work either give us router admin login fix issue blacklist rakhda feri testai reset hunxa worst app jaile psw nai change hannu parne,aru ta thikai ho device filtering doesnt work either give us router admin login fix issue blacklist rakhda feri testai reset hunxa worst app jaile psw nai change hannu parne,NEGATIVE,1.0,True,aru ta thikai ho device filtering doesnt work either give us router admin login fix issue blacklist rakhda feri testai reset hunxa worst app jaile psw nai change hannu parne
safenet feature available fix soon,safenet feature available fix soon,NEGATIVE,0.938,True,safenet feature available fix soon
using network change isnt giving access website cant even open game totally worst network nepal fix problem honest network isnt capable 1 star giving star,using network change isnt giving access website cant even open game totally worst network nepal fix problem honest network isnt capable 1 star giving star,NEGATIVE,0.997,True,using network change isnt giving access website cant even open game totally worst network nepal fix problem honest network isnt capable 1 star giving star
app good device filtering mode good please solve give 5star,app good device filtering mode good please solve give 5star,POSITIVE,0.995,True,app good device filtering mode good please solve give 5star
safenet working please fix,safenet working please fix,POSITIVE,0.944,True,safenet working please fix
k app ho yo mac filter nai hudainarouter login ip address bata nahune bhaye app ta ramro sanga hunu paryo better access ip adress poor appwahiyat slow mac filter ramro banauna paryohoina bhane router access chaiyo 2 mahina bhayo reply,k app ho yo mac filter nai hudainarouter login ip address bata nahune bhaye app ta ramro sanga hunu paryo better access ip adress poor appwahiyat slow mac filter ramro banauna paryohoina bhane router access chaiyo 2 mahina bhayo reply,NEGATIVE,0.998,True,
useless app dont install time waste please dont time waste time waste time waste time best time best time best time best time best login available app,useless app dont install time waste please dont time waste time waste time waste time best time best time best time best time best login available app,NEGATIVE,0.998,True,useless app dont install time waste please dont time waste time waste time waste time best time best time best time best time best login available app
update isnt remote control phone please make control mobile,update isnt remote control phone please make control mobile,NEGATIVE,0.982,True,update isnt remote control phone please make control mobile
service recently become terrible network quality degraded significantly despite multiple complaints issue remains unresolved days improvement barely use service im paying customer support unhelpful whats point internet provider cant deliver reliable service needed disappointed current state dont think ill ever recommend worldlink anyone,service recently become terrible network quality degraded significantly despite multiple complaints issue remains unresolved days improvement barely use service im paying customer support unhelpful whats point internet provider cant deliver reliable service needed disappointed current state dont think ill ever recommend worldlink anyone,NEGATIVE,1.0,True,
need update app app working properly please add wap wep method secure scannig connected device showing properlyso please update app soon,need update app app working properly please add wap wep method secure scannig connected device showing properlyso please update app soon,NEGATIVE,0.981,True,need update app app working properly please add wap wep method secure scannig connected device showing properlyso please update app soon
please fix bug blacklist,please fix bug blacklist,NEGATIVE,0.999,True,please fix bug blacklist
need location clarify customer better experience,need location clarify customer better experience,NEGATIVE,0.992,True,
need improvement ui,need improvement ui,NEGATIVE,0.968,True,
low services internet speed try complane email employee shouldnt response important things network speed slow body care,low services internet speed try complane email employee shouldnt response important things network speed slow body care,NEGATIVE,0.999,True,
fine enough good controlling connected devices cant control properly like need filter devices first get options whitelist blacklist dont get option directly click none allow whistlisted blacklisted add devices list already disconnected think blocking someones device blocked lolsofor request improve,fine enough good controlling connected devices cant control properly like need filter devices first get options whitelist blacklist dont get option directly click none allow whistlisted blacklisted add devices list already disconnected think blocking someones device blocked lolsofor request improve,NEGATIVE,0.975,True,fine enough good controlling connected devices cant control properly like need filter devices first get options whitelist blacklist dont get option directly click none allow whistlisted blacklisted add devices list already disconnected think blocking someones device blocked lolsofor request improve
please improve application work filter system blacklist show,please improve application work filter system blacklist show,NEGATIVE,0.796,True,please improve application work filter system blacklist show
poor maintenance app lag need updates run fast,poor maintenance app lag need updates run fast,NEGATIVE,0.999,True,
one question paying full amount 60 channels missing inform customers reduce price packages hope address update rating,one question paying full amount 60 channels missing inform customers reduce price packages hope address update rating,NEGATIVE,0.999,True,
showing invalid login attempt though right pin code please fix bug soon cant even open world link app,showing invalid login attempt though right pin code please fix bug soon cant even open world link app,NEGATIVE,1.0,True,showing invalid login attempt though right pin code please fix bug soon cant even open world link app
pagal jasto net sala yo secondary router join gare paxi manage router vaneraw kai chaldenna yo problem fix garnu plz,pagal jasto net sala yo secondary router join gare paxi manage router vaneraw kai chaldenna yo problem fix garnu plz,NEGATIVE,0.997,True,pagal jasto net sala yo secondary router join gare paxi manage router vaneraw kai chaldenna yo problem fix garnu plz
doesnt much features needed operate even downloading aap u need laptop pc important settings app worth removing talking speed internet company fraud doesnt provide speed much getting paid mean come yr u getting paid 200 mbps dont provide 200 even 150 plz improve dignity,doesnt much features needed operate even downloading aap u need laptop pc important settings app worth removing talking speed internet company fraud doesnt provide speed much getting paid mean come yr u getting paid 200 mbps dont provide 200 even 150 plz improve dignity,NEGATIVE,0.999,True,doesnt much features needed operate even downloading aap u need laptop pc important settings app worth removing talking speed internet company fraud doesnt provide speed much getting paid mean come yr u getting paid 200 mbps dont provide 200 even 150 plz improve dignity
please add feature set name connected devices,please add feature set name connected devices,POSITIVE,0.667,True,please add feature set name connected devices
bad app bad service bad costumer care unskilled cant provide specfic problem knowladgeable staff billa changing net hope u guys downfall soon later 1 month trying fix nat type 3 problem dont know dont wan na help dumb staff cut call saying dont know problem changed package 3 times pubg gaming package provide 1 mbps trash company curroupted staff,bad app bad service bad costumer care unskilled cant provide specfic problem knowladgeable staff billa changing net hope u guys downfall soon later 1 month trying fix nat type 3 problem dont know dont wan na help dumb staff cut call saying dont know problem changed package 3 times pubg gaming package provide 1 mbps trash company curroupted staff,NEGATIVE,1.0,True,bad app bad service bad costumer care unskilled cant provide specfic problem knowladgeable staff billa changing net hope u guys downfall soon later 1 month trying fix nat type 3 problem dont know dont wan na help dumb staff cut call saying dont know problem changed package 3 times pubg gaming package provide 1 mbps trash company curroupted staff
scammed offered add new setup provide 1 extra month added,scammed offered add new setup provide 1 extra month added,NEGATIVE,0.99,True,scammed offered add new setup provide 1 extra month added
dont wan na give even 1 star still app keeps getting update never fixes way keep logging user getting pretty irritating lately also bunch error issues regarding app would like look issues bugs rather update thank,dont wan na give even 1 star still app keeps getting update never fixes way keep logging user getting pretty irritating lately also bunch error issues regarding app would like look issues bugs rather update thank,NEGATIVE,0.997,True,
everything fine bug device filtering kindly fix asap,everything fine bug device filtering kindly fix asap,NEGATIVE,0.997,True,everything fine bug device filtering kindly fix asap
please fix bug turn mac filtering doesnt wok first instance 510 times blacklist device,please fix bug turn mac filtering doesnt wok first instance 510 times blacklist device,NEGATIVE,0.998,True,please fix bug turn mac filtering doesnt wok first instance 510 times blacklist device
need channels nettv app like sports movies,need channels nettv app like sports movies,NEGATIVE,0.938,True,
bad network joined secondary router apps running please solve problem otherwise list many customers problem,bad network joined secondary router apps running please solve problem otherwise list many customers problem,NEGATIVE,0.999,True,bad network joined secondary router apps running please solve problem otherwise list many customers problem
dont showing internet plan many error app please fix,dont showing internet plan many error app please fix,NEGATIVE,0.997,True,dont showing internet plan many error app please fix
doesnt open half time need wont even let log wish 0 stars,doesnt open half time need wont even let log wish 0 stars,NEGATIVE,0.992,True,
app often doesnt open crashes quite frequently needs work,app often doesnt open crashes quite frequently needs work,NEGATIVE,0.996,True,app often doesnt open crashes quite frequently needs work
good app logon problem fix worst service nepal,good app logon problem fix worst service nepal,NEGATIVE,0.978,True,good app logon problem fix worst service nepal
hlo dev teamapp isnt working properly android 14 please bugs soon,hlo dev teamapp isnt working properly android 14 please bugs soon,NEGATIVE,1.0,True,hlo dev teamapp isnt working properly android 14 please bugs soon
ahile ko world link app oppssomething wrong please try later vanxa k vako hola yo wifi ko password change garnu parne ab yesrii ta kasrii garnu hola app open hundai k vayo ho hernu paryo yesto problem haru xitai solution garnu parxa nii mah thapa vayo yo problem 3 week vayo,ahile ko world link app oppssomething wrong please try later vanxa k vako hola yo wifi ko password change garnu parne ab yesrii ta kasrii garnu hola app open hundai k vayo ho hernu paryo yesto problem haru xitai solution garnu parxa nii mah thapa vayo yo problem 3 week vayo,NEGATIVE,0.998,True,ahile ko world link app oppssomething wrong please try later vanxa k vako hola yo wifi ko password change garnu parne ab yesrii ta kasrii garnu hola app open hundai k vayo ho hernu paryo yesto problem haru xitai solution garnu parxa nii mah thapa vayo yo problem 3 week vayo
kam lagni bela kam gardeina hawa khali log hunxakhali router status unknown harey online huda ni lastei slow j garda ni please inprove overall stability,kam lagni bela kam gardeina hawa khali log hunxakhali router status unknown harey online huda ni lastei slow j garda ni please inprove overall stability,NEGATIVE,0.973,True,kam lagni bela kam gardeina hawa khali log hunxakhali router status unknown harey online huda ni lastei slow j garda ni please inprove overall stability
net fine app many bug like u login app today another day u login frustrating app please fix bug,net fine app many bug like u login app today another day u login frustrating app please fix bug,NEGATIVE,0.992,True,net fine app many bug like u login app today another day u login frustrating app please fix bug
im using 175 mbps package service absolutely sucks cs barely address right issues always problem slow upload whats use internet subscriber cant even surf websites properly worst app barely needed customizable option good features whitelist blacklisting devices tales connection everytime try filter something service providers making fool us subscribers shame,im using 175 mbps package service absolutely sucks cs barely address right issues always problem slow upload whats use internet subscriber cant even surf websites properly worst app barely needed customizable option good features whitelist blacklisting devices tales connection everytime try filter something service providers making fool us subscribers shame,NEGATIVE,0.999,True,
worst blocking clients need grow better performance,worst blocking clients need grow better performance,NEGATIVE,1.0,True,
baddest slowest network provider,baddest slowest network provider,NEGATIVE,1.0,True,
worldlink day day net problem increase fix fast disappointed poornet service,worldlink day day net problem increase fix fast disappointed poornet service,NEGATIVE,0.995,True,worldlink day day net problem increase fix fast disappointed poornet service
cant even login fix already maybe hire new developers,cant even login fix already maybe hire new developers,NEGATIVE,0.999,True,cant even login fix already maybe hire new developers
hi developers pls add password system application,hi developers pls add password system application,POSITIVE,0.808,True,hi developers pls add password system application
world link app wont work says something went wrong please try later two whole days doesnt work fix please wifi going someday fast day slow,world link app wont work says something went wrong please try later two whole days doesnt work fix please wifi going someday fast day slow,NEGATIVE,0.994,True,world link app wont work says something went wrong please try later two whole days doesnt work fix please wifi going someday fast day slow
dear worldlink please fix problem ok,dear worldlink please fix problem ok,NEGATIVE,0.627,True,dear worldlink please fix problem ok
buggiest app ever keeps crashing fact countrys largest isp buggy app joke fix app wlink,buggiest app ever keeps crashing fact countrys largest isp buggy app joke fix app wlink,NEGATIVE,0.998,True,buggiest app ever keeps crashing fact countrys largest isp buggy app joke fix app wlink
lot improved app,lot improved app,POSITIVE,1.0,True,
customer experience worst need improve response also good,customer experience worst need improve response also good,POSITIVE,0.885,True,customer experience worst need improve response also good
please remove qr code scanner,please remove qr code scanner,NEGATIVE,0.998,True,please remove qr code scanner
fix lag turn qr code option added customer,fix lag turn qr code option added customer,NEGATIVE,0.787,True,fix lag turn qr code option added customer
need provide better net service well customer service complaint slow net response got wasnt using 5g phone upgrade 5g router problem overall net performance although profit oriented business least show business ethics respond properly customers concern decade customer service days isnt satisfactory,need provide better net service well customer service complaint slow net response got wasnt using 5g phone upgrade 5g router problem overall net performance although profit oriented business least show business ethics respond properly customers concern decade customer service days isnt satisfactory,NEGATIVE,0.998,True,
couldnt login verification code needed didnt send verification code device disappointed,couldnt login verification code needed didnt send verification code device disappointed,NEGATIVE,0.996,True,
every time login may days says logged another whereas never logged device enter id fix,every time login may days says logged another whereas never logged device enter id fix,NEGATIVE,0.987,True,every time login may days says logged another whereas never logged device enter id fix
slow app please fix bug 102 rating app,slow app please fix bug 102 rating app,NEGATIVE,0.999,True,slow app please fix bug 102 rating app
device filtering need vast improvements,device filtering need vast improvements,NEGATIVE,0.967,True,
hopeless app everytime try login says verification code sent registered mobile number code get delivered despite several tries worldlink needs look solve issue asap even called customer care dont know going come employees big isp dont know solve issues related app currently one star app,hopeless app everytime try login says verification code sent registered mobile number code get delivered despite several tries worldlink needs look solve issue asap even called customer care dont know going come employees big isp dont know solve issues related app currently one star app,NEGATIVE,1.0,True,hopeless app everytime try login says verification code sent registered mobile number code get delivered despite several tries worldlink needs look solve issue asap even called customer care dont know going come employees big isp dont know solve issues related app currently one star app
pls fix network connection slow,pls fix network connection slow,NEGATIVE,1.0,True,pls fix network connection slow
trying report problem please make account diagnosis optional process reporting router issues one part issue issues like billing require router diagnosis requires wifi registered account,trying report problem please make account diagnosis optional process reporting router issues one part issue issues like billing require router diagnosis requires wifi registered account,NEGATIVE,0.997,True,trying report problem please make account diagnosis optional process reporting router issues one part issue issues like billing require router diagnosis requires wifi registered account
kasto mugi jasto app ho net pani pura didina 80mbps ko net halako 4045 mbps matra dinxa network ko platform vayera pani lado jasto app xa please buy ntc net worldlink one worst net ever,kasto mugi jasto app ho net pani pura didina 80mbps ko net halako 4045 mbps matra dinxa network ko platform vayera pani lado jasto app xa please buy ntc net worldlink one worst net ever,NEGATIVE,0.999,True,kasto mugi jasto app ho net pani pura didina 80mbps ko net halako 4045 mbps matra dinxa network ko platform vayera pani lado jasto app xa please buy ntc net worldlink one worst net ever
stop using world link internet useless even cant improve appjust dont use world link morejust waste time money useless app internet,stop using world link internet useless even cant improve appjust dont use world link morejust waste time money useless app internet,NEGATIVE,1.0,True,stop using world link internet useless even cant improve appjust dont use world link morejust waste time money useless app internet
improve app,improve app,POSITIVE,0.999,True,improve app
good app checking connected device block someone take much time show details please fix problem sir thank,good app checking connected device block someone take much time show details please fix problem sir thank,POSITIVE,0.973,True,good app checking connected device block someone take much time show details please fix problem sir thank
router config worst want filter devicetrying add whitelist lot issues time device connected although device white list sometimes whole whitelist disappeared need enter whole thing,router config worst want filter devicetrying add whitelist lot issues time device connected although device white list sometimes whole whitelist disappeared need enter whole thing,NEGATIVE,0.999,True,router config worst want filter devicetrying add whitelist lot issues time device connected although device white list sometimes whole whitelist disappeared need enter whole thing
